Name,Summary,skills
Curriculum Developer,"You'll be focused on the teacher side, helping to create materials, resources, lessons plans, alignment to standards and much more.",['plan']
"HelloSign Lead Software Engineer, Test","As a Lead Software Engineer, Test you will be a quality champion.Solid experience with test automation tools such as Selenium Webdriver (Java, Ruby, Python, C#…","['java', 'c#', 'ruby', 'gin', 'automation', 'python']"
Growth Engineer,"Willing to iterate very quickly on growth experiments that succeed or fail.To be successful in this role you must be a quick learner, have proven software…",['ai']
Software Engineer - Mobile/Back-End,"For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction…",['rest']
iOS Engineer,"Write great code and review others’ code to make the overall team better.Help define, design and implement world class, consumer iOS applications.",['ios']
Software Development Engineer in Test Intern,"Exposure to writing scripts using Python or Node.js.You will be expected to learn new processes and implementation techniques, contribute to the automation…","['automation', 'python', 'Node.js']"
Senior Software Engineer (Front End),An almost miserly habit of protecting developer time by cutting scope and buying instead of building.Build the user interaction for a machine learning platform…,['machine learning']
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.","['java', 'docker', 'scala', 'aws', 'GCP', 'kubernetes', 'c++', 'Azure', 'c', 'python']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.","['javascript', 'java', 'python', 'php']"
Infrastructure Software Engineer,"Highly skilled at developing and debugging in C/C++, Java, or Go.It culminates in careful attention to edge cases and error handling, polished code, and great…","['Go', 'java', 'c++', 'c', 'gin']"
Software Engineer - Revenue Data Platform (Revenue Platform),Previous experience with cloud server environments such as Amazon Web Services (AWS) and/or Google Cloud Platform (GCP).What Else You Can Expect:,"['Google Cloud', 'aws', 'GCP']"
Go Engineer,"Backend engineers work closely with frontend engineers & product managers to make sure the deliver the APIs, infrastructure, and scalability needed for every…","['scala', 'gin']"
Software Engineer - Mobile/Back-End,"For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction…",['rest']
iOS Engineer,"Write great code and review others’ code to make the overall team better.Help define, design and implement world class, consumer iOS applications.",['ios']
Software Development Engineer in Test Intern,"Exposure to writing scripts using Python or Node.js.You will be expected to learn new processes and implementation techniques, contribute to the automation…","['automation', 'python', 'Node.js']"
Senior Software Engineer (Front End),An almost miserly habit of protecting developer time by cutting scope and buying instead of building.Build the user interaction for a machine learning platform…,['machine learning']
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.","['java', 'docker', 'scala', 'aws', 'GCP', 'kubernetes', 'c++', 'Azure', 'c', 'python']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.","['javascript', 'java', 'python', 'php']"
Infrastructure Software Engineer,"Highly skilled at developing and debugging in C/C++, Java, or Go.It culminates in careful attention to edge cases and error handling, polished code, and great…","['Go', 'java', 'c++', 'c', 'gin']"
Software Engineer - Revenue Data Platform (Revenue Platform),Previous experience with cloud server environments such as Amazon Web Services (AWS) and/or Google Cloud Platform (GCP).What Else You Can Expect:,"['Google Cloud', 'aws', 'GCP']"
Go Engineer,"Backend engineers work closely with frontend engineers & product managers to make sure the deliver the APIs, infrastructure, and scalability needed for every…","['scala', 'gin']"
iOS Engineer,"You are an experienced iOS developer.IFTTT is the world’s leading connectivity platform.In addition to strong engineering principles, you know the ins and…","['gin', 'ios']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Software Engineer - Full Stack,"Represent complex, novel concepts from machine learning and cryptography in an intuitive way.Experience developing software for data analysis, machine learning…EncryptionKnowledge of or experience with computationally secure protocols.SeleniumA software testing framework that operates on browsers that support JavaScript. InVisionPlatform for digital product design.+17 moreApplication DevelopmentExperience or skill in developing computer or mobile device applications.Data Analysis SkillsSkill in analyzing data to gain insight and inform decision making.RubyAn open-source, object-oriented programming language.Analysis SkillsSkill at using mental reasoning or research to gain insight into or solve problems.Node.jsAn open source server environment based on JavaScript.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.ReactA JavaScript library for building user interfaces for web applications.SketchGraphics editing program used to represent 2D ideas, workflows, or prototypes digitally. Developed by Bohemian Coding.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).TypeScriptAn open-source programming language from Microsoft.APIsSkill or experience with programming interfaces that allow communication between products or services.GraphQLOpen source query language developed by Facebook.DjangoOpen source web framework built on Python.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.UsabilityExperience with measuring or testing the degree to which a product or system is usable.AngularOpen source web application platform managed largely by the Angular Team at Google.Interaction DesignSkill or experience in interaction design or knowledge of its principles. Interaction Design is a component of UX (User Experience) design characterized by designing interactive digital resources.","['ruby', 'cryptography', 'Git', 'python', 'React', 'visual', 'interactive', 'Object-oriented programming', 'Node.js', 'typescript', 'django', 'machine learning', 'Go', 'mobile', 'Angular', 'scripting', 'css', 'ai', 'algorithms', 'javascript']"
Software Engineer,"Develop applications that run on a cloud infrastructure – Azure and Google Cloud.AutomotiveMastermind currently provides U.S. automotive dealers with AI…TravelA job that requires travel.WeekendsA work schedule that may require work on weekends.Online ApplicationPotential candidates may apply by completing a standardized online form.+23 moreMonday to FridayA work schedule that covers Monday through Friday.ApacheSet of open source software developed by the Apache Software Foundation.Disability FriendlyIndividuals with disabilities are encouraged to apply.Test Driven DevelopmentSkill or experience in the software development process which involves writing and testing code.Cloud InfrastructureExperience working with cloud computing infrastructure.AzureA cloud computing platform developed by Microsoft.Full-timeAn employee will work full time.Software DevelopmentExperience in or knowledge of software development.Data WarehouseExperience working with data warehouses, or repositories of organizational data, and making the data available and usable for analysis.KubernetesA system for automating the management of containerized applications.DockerContainer management software. Allows software to be run in the cloud across machines.Relational DatabasesKnowledge of or experience developing, managing, or utilizing data organized in relational tables using SQL (structured query language).AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.GitA version-control system for source code management.Microsoft SQL ServerProprietary relational database management system written in C/C++ and developed by Microsoft.MongoDBOpen-source NOSQL document-oriented database.CI/CDExperience consolidating several developers' code into a shared repository as well as delivering or deploying new code continuously.DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.C#Object-oriented programming language developed by Microsoft as part of the .NET framework infrastructure.TerraformSoftware tool for setting up datacenter infrastructure using proprietary configuration language.MicroservicesExperience with the architectural approach to building applications by breaking them down into their smallest components..NETA back-end software framework developed by Microsoft. .NET encompasses an array of software development tools.HolidaysA work schedule that may require work on holidays.","['kubernetes', 'Azure', 'Git', 'c', '.net', 'terraform', 'ply', 'Object-oriented programming', 'Google Cloud', 'microservices', 'c++', 'database', 'gin', 'sql', '.Net Framework', 'apache', 'schedule', 'microsoft sql', 'docker', 'ai', 'mongodb', 'c#', 'nosql']"
Staff Software Engineer (REF24580T) - Visa Digital Developer...,"The role is a self-organized Staff Software Engineer with solid JAVA and RESTful API development experience.Solid experience programming in Java, J2EE.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.JSONExperience with or knowledge of JSON (JavaScript Object Notation), an open-standard file format.+15 moreDisability FriendlyIndividuals with disabilities are encouraged to apply.JavaA compiled programming language and computing platform. Runs mainly on servers.APIsSkill or experience with programming interfaces that allow communication between products or services.Web ServicesExperience developing, integrating, or testing web services.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.DebuggingSkill or experience in the process of finding and fixing bugs, errors, and problems in code, computer software, or computer hardware.RESTExperience with REST (Representational State Transfer). REST is a protocol for accessing Web services. REST-compliant systems are often called RESTful systems.XMLA user-defined markup language primarily used for sharing data on the Web. SpringA framework for developing Java platform applications.OfficeA job that is performed in an office environment.SQLProgramming language used for interacting with data held in a relational database.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Product DevelopmentSkill or experience with the complete process of bringing a new product to market or with the process of modifying an existing product.E-CommerceSkill or experience with the online sale of goods and services.Medical DegreePostsecondary degree in medicine, typically an MD (Doctor of Medicine) degree.","['Go', 'java', 'json', 'ply', 'redis', 'sql', 'ai', 'gin', 'rest', 'database', 'javascript', 'xml']"
Senior Software Engineer (Front-End),"Great to have but not necessary:-.At the same time, we also have the benefits of working at a top tech company like Microsoft:AzureA cloud computing platform developed by Microsoft.Disability FriendlyIndividuals with disabilities are encouraged to apply.ReduxAn open-source library for managing the state of JavaScript applications.+8 moreReact NativeAn open source framework to build native mobile apps using JavaScript and React.LinuxOpen-source kernel for a family of operating systems.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.TypeScriptAn open-source programming language from Microsoft.UXExperience with or skill in UX (User Experience Design), a design process that increases the usability and accessibility of a product by optimizing the quality of user interaction.ReactA JavaScript library for building user interfaces for web applications.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.","['scripting', 'React', 'linux', 'ply', 'data architecture', 'ai', 'typescript', 'mobile', 'algorithms', 'Azure', 'gin', 'redux', 'javascript']"
Sr. Full Stack Software Engineer (Audiences Team),"Do you have a deep understanding, and experience building applications across the traditional web application stack (Django/DRF or Rails preferred)?DjangoOpen source web framework built on Python.","['django', 'python', 'rails']"
Backend Developer,"Proficiency in one or more languages including Perl, Python, Shell, Java and C++.Solid understanding of NoSQL landscape, internals of NoSQL frameworks (like…401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Paid Time OffPaid time off from work.Disability FriendlyIndividuals with disabilities are encouraged to apply.+11 moreHealth InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.PythonAn interpreted, open-source programming language.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.NoSQLDatabase technologies optimized to handle large, rapidly changing data sets. Encompasses all non-relational databases.JavaA compiled programming language and computing platform. Runs mainly on servers.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.EmailPotential candidates may apply by email.HadoopA framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.SparkAn open-source data processing engine for running analytics.PerlA general-purpose programming language often used for developing web applications and scripting.Gym MembershipFree or discounted membership to a gym.","['scripting', 'Hadoop', 'java', 'plan', 'ply', 'shell', 'ai', 'perl', 'c++', 'nosql', 'gin', 'c', 'database', 'spark', 'python']"
Machine Learning Engineer,"Experience with bash scripting, Python, Pytorch or Tensorflow, GCP or AWS.3+ years of relevant experience or PhD in statistics, machine learning or…Flexible ScheduleWork schedule that allows employees to vary their arrival and departure times.Gym MembershipFree or discounted membership to a gym.NetworkingSkill or experience working with computer networks.+15 moreVision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Google Cloud PlatformA platform for cloud services offered by Google.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Shell ScriptingScripts that run in a Unix or Windows shell.Life InsuranceA type of insurance that guarantees a sum of money upon the death of an insured person. TensorFlowAn open-source software library used for numerical computation for building machine learning applications.PythonAn interpreted, open-source programming language.ScriptingExperience writing computer scripts, typically to automate tasks. Common scripting languages include Python, Perl, and Java.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Statistics DegreePostsecondary degree in statistics. AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. TranslationSkill or experience translating text in one language into another language. Requires mastery level of another language.Work From HomeA policy which allows employees to work from home.","['aws', '.net', 'python', 'Google Cloud', 'perl', 'money', 'machine learning', 'database', 'shell', 'Go', 'schedule', 'Net', 'tensorflow', 'scripting', 'java', 'GCP', 'pytorch', 'ai', 'algorithms']"
Backend Developer,"Working across our stack technologies like Python, MySQL, Redis, RabbitMQ, many AWS services and more...Familiarity with Python is a plus.PythonAn interpreted, open-source programming language.MySQLOpen-source relational database management system written in C/C++ and developed by Oracle.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. +6 moreBachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Distributed SystemsSkill or experience with distributed computing systems.Computer ScienceSkill or experience in computers and computer concepts such as software, hardware, networking, and the Internet.RedisOpen-source data structure project where the database system is considered simultaneously both a store and a cache.SQLProgramming language used for interacting with data held in a relational database.AnalyticsExperience or skill with finding and analyzing patterns in data.","['mysql', 'aws', 'redis', 'oracle', 'sql', 'c++', 'Net', 'c', 'database', 'python']"
Senior Software Engineer - Full-Stack - Twitter Revenue Expe...,"Twitter's Advertiser Experience is heavily web centric and we're committed to adopting a state of the art client side development stack.HadoopA framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.iOS DevelopmentKnowledge of or experience with developing iOS applications.Disability FriendlyIndividuals with disabilities are encouraged to apply.+11 moreReduxAn open-source library for managing the state of JavaScript applications.Unit TestingExperience with unit testing, a software development process whereby the smallest testable parts of operation (units) are individually tested.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Data StructuresExperience or skill with the organization and storage of data that allows for easy access and modification.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Distributed SystemsSkill or experience with distributed computing systems.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.ReactA JavaScript library for building user interfaces for web applications.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.LessA programmable style sheet language extension for CSS (Cascading Style Sheets).","['scripting', 'React', 'css', 'Hadoop', 'java', 'visual', 'scala', 'ply', 'ai', 'ios', 'gin', 'redux', 'javascript']"
"Software Engineer, Backend","3+ years experience with Python or other similar object-oriented language.Implement highly scalable distributed systems in a cloud environment.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Paid Time OffPaid time off from work.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.+11 moreHealth InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.PythonAn interpreted, open-source programming language.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Distributed SystemsSkill or experience with distributed computing systems.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.ApacheSet of open source software developed by the Apache Software Foundation.Data WarehouseExperience working with data warehouses, or repositories of organizational data, and making the data available and usable for analysis.Data ModelingExperience or skill with the process of creating conceptual representations of data objects and their relationships.PostGISOpen-source software extension that supports the addition of spatial functions and geometry data types to the PostgreSQL database.Unlimited Paid Time OffPaid time off from work which allows employees to take off as much time as needed for sick days and vacation days.","['Go', 'postgresql', 'scala', 'plan', 'data architecture', 'ai', 'apache', 'algorithms', 'machine learning', 'gin', 'database', 'python']"
"Experienced Software Engineer, Behavior Prediction",Work with experts in machine learning to design and implement tools to efficiently generate compact representations of training data for Machine Learning…,"['machine learning', 'ai']"
Senior Software Engineer,"Location: Santa Clara, CA, USA (HQ).You are an experienced full stack software engineer passionate about building scalable cloud products and genuinely excited…","['scala', 'gin']"
Software Engineer Summer Intern - Java,"Fluency with Java, SQL, Perl/Python, or C++.Fast prototyping skills, familiarity with scripting languages such as bash, perl, awk, python.","['scripting', 'java', 'sql', 'perl', 'c++', 'prototyping', 'python']"
"Sr. Software Engineer, Frontend, Website - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.,['ai']
"Sr. Software Engineer, Backend","Strong experience in one or more of the following languages for backend development: Java, Go, C#, C++, Python.Able to lead and work with a distributed team.","['Go', 'java', 'c#', 'c++', 'python']"
Software Engineer,"Designing, developing and implementing major game systems.Assisting Design and Art in planning and implementing game concepts and player abilities.",['plan']
Software Engineering - Frontend,"Comfortable navigating backend code in RoR or Python.Experience building apps with React.js, React Native, or similar frameworks.","['React', 'js', 'python']"
Software Engineer - Full Stack,"Represent complex, novel concepts from machine learning and cryptography in an intuitive way.Experience developing software for data analysis, machine learning…","['cryptography', 'machine learning']"
Software Engineer,Develop applications that run on a cloud infrastructure – Azure and Google Cloud.AutomotiveMastermind currently provides U.S. automotive dealers with AI…,"['Google Cloud', 'Azure', 'ai']"
Staff Software Engineer (REF24580T) - Visa Digital Developer...,"The role is a self-organized Staff Software Engineer with solid JAVA and RESTful API development experience.Solid experience programming in Java, J2EE.","['rest', 'gin', 'java']"
Sr. Full Stack Software Engineer (Audiences Team),"Do you have a deep understanding, and experience building applications across the traditional web application stack (Django/DRF or Rails preferred)?","['django', 'rails']"
Backend Developer,"Proficiency in one or more languages including Perl, Python, Shell, Java and C++.Solid understanding of NoSQL landscape, internals of NoSQL frameworks (like…","['java', 'perl', 'c++', 'nosql', 'python', 'shell']"
Machine Learning Engineer,"Experience with bash scripting, Python, Pytorch or Tensorflow, GCP or AWS.3+ years of relevant experience or PhD in statistics, machine learning or…","['scripting', 'aws', 'GCP', 'pytorch', 'machine learning', 'tensorflow', 'python']"
Backend Developer,"Working across our stack technologies like Python, MySQL, Redis, RabbitMQ, many AWS services and more...Familiarity with Python is a plus.","['mysql', 'aws', 'redis', 'python']"
"Software Engineer, Backend",3+ years experience with Python or other similar object-oriented language.Implement highly scalable distributed systems in a cloud environment.,"['scala', 'python']"
iOS Engineer,"You are an experienced iOS developer.IFTTT is the world’s leading connectivity platform.In addition to strong engineering principles, you know the ins and…","['gin', 'ios']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
"Software Engineer, Data Platform","As a software engineer focused on data platforms, you'll build product solutions that enable data teams identify and resolve bugs within their data pipelines.PythonAn interpreted, open-source programming language.Disability FriendlyIndividuals with disabilities are encouraged to apply.ApacheSet of open source software developed by the Apache Software Foundation.+11 moreRelocation AssistanceReimbursement for moving costs when a company offers someone a job in another city or state from which the person is currently living.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Parental LeaveJob-protected maternity, paternity, and adoption leave for new parents.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions.SQLProgramming language used for interacting with data held in a relational database.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.SparkAn open-source data processing engine for running analytics.Work From HomeA policy which allows employees to work from home.Commuter AssistanceTravel to and from work provided or paid for by an employer.","['plan', 'ply', 'sql', 'apache', 'ai', 'gin', 'database', 'spark', 'python']"
Software Engineer - Full-stack (Data Products),"What you'll be doing Design, build and deploy frontend and backend software components Collaborate closely with our analytics, engineering and product teams to…RustA systems programming language sponsored by Mozilla.SparkAn open-source data processing engine for running analytics.ApacheSet of open source software developed by the Apache Software Foundation.+11 moreKafkaAn open-source platform for processing real time data.Application DevelopmentExperience or skill in developing computer or mobile device applications.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).GoOpen source programming language based on the tradition of the C programming language. Developed at Google.HiveData warehouse software.Distributed SystemsSkill or experience with distributed computing systems.CI/CDExperience consolidating several developers' code into a shared repository as well as delivering or deploying new code continuously.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.ReactA JavaScript library for building user interfaces for web applications.PythonAn interpreted, open-source programming language.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.","['scripting', 'React', 'Rust', 'Go', 'java', 'spark', 'scala', 'oop', 'ai', 'apache', 'mobile', 'algorithms', 'machine learning', 'gin', 'javascript', 'python']"
Android Engineer,"Knowledge of Java language and related frameworks.In addition to the Software Engineer requirements above, you have:JavaA compiled programming language and computing platform. Runs mainly on servers.AndroidLinux-based operating system developed by Google mostly for mobile devices such as phones, tablets, or watches.NetworkingSkill or experience working with computer networks.","['Go', 'java', 'linux', 'android', 'ai', 'mobile', 'Net', 'gin', '.net']"
Senior Software Engineer,"3+ years hands-on experience developing scalable, customer facing web services and software applications.Migrating millions of subscription records from MySQL…Disability FriendlyIndividuals with disabilities are encouraged to apply.SpringA framework for developing Java platform applications.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.+13 moreNoSQLDatabase technologies optimized to handle large, rapidly changing data sets. Encompasses all non-relational databases.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Web ServicesExperience developing, integrating, or testing web services.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. DynamoDBProprietary noSQL database owned by Amazon.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.MySQLOpen-source relational database management system written in C/C++ and developed by Oracle.JavaA compiled programming language and computing platform. Runs mainly on servers.OOPExperience with OOP (object-oriented programming), a programming language model that is organized around the notion of objects rather than actions.RESTExperience with REST (Representational State Transfer). REST is a protocol for accessing Web services. REST-compliant systems are often called RESTful systems.TerraformSoftware tool for setting up datacenter infrastructure using proprietary configuration language.APIsSkill or experience with programming interfaces that allow communication between products or services.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.","['mysql', 'aws', 'data architecture', 'c', 'terraform', 'scala', 'ply', 'oracle', 'Object-oriented programming', 'c++', 'rest', 'gin', 'database', 'oop', 'scripting', 'java', 'ai', 'algorithms', 'nosql', 'javascript']"
Staff Software Engineer - Ecomm,"Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and…JSONExperience with or knowledge of JSON (JavaScript Object Notation), an open-standard file format.ReduxAn open-source library for managing the state of JavaScript applications.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.+10 moreAgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Web ServicesExperience developing, integrating, or testing web services.AJAXA group of tools used to create asynchronous Web applications.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.ReactA JavaScript library for building user interfaces for web applications.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).Responsive Web DesignExperience developing or knowledge of responsive web design, a design approach that allows web pages to render well across windows or screen sizes.HTML5Hypertext Markup Language (HTML) is the standard language for building web pages and applications. HTML5 is the fifth version.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.","['scripting', 'React', 'css', 'json', 'visual', 'plan', 'data architecture', 'ai', 'algorithms', 'html', 'gin', 'redux', 'javascript']"
